asset_group_id,item,useful_year,useful_year_id
4,"コンクリート造又はコンクリートブロツク造のもの（前掲のものを除く。）,岸壁、さん橋、防壁（爆発物用のものを除く。）、堤防、防波堤、トンネル、上水道及び水そう,,,,,",30,29
4,"コンクリート造又はコンクリートブロツク造のもの（前掲のものを除く。）,下水道、飼育場及びへい,,,,,",15,14
4,"コンクリート造又はコンクリートブロツク造のもの（前掲のものを除く。）,爆発物用防壁,,,,,",13,12
4,"コンクリート造又はコンクリートブロツク造のもの（前掲のものを除く。）,引湯管,,,,,",10,9
4,"コンクリート造又はコンクリートブロツク造のもの（前掲のものを除く。）,鉱業用廃石捨場,,,,,",5,4
4,"コンクリート造又はコンクリートブロツク造のもの（前掲のものを除く。）,その他のもの,,,,,",40,39
4,"れんが造のもの（前掲のものを除く。）,防壁（爆発物用のものを除く。）、堤防、防波堤及びトンネル,,,,,",50,49
4,"れんが造のもの（前掲のものを除く。）,煙突、煙道、焼却炉、へい及び爆発物用防壁,,,,,",,-1
4,"れんが造のもの（前掲のものを除く。）,煙突、煙道、焼却炉、へい及び爆発物用防壁,塩素、クロールスルホン酸その他の著しい腐食性を有する気体の影響を受けるもの,,,,",7,6
4,"れんが造のもの（前掲のものを除く。）,煙突、煙道、焼却炉、へい及び爆発物用防壁,その他のもの,,,,",25,24
4,"れんが造のもの（前掲のものを除く。）,その他のもの,,,,,",40,39
4,"石造のもの（前掲のものを除く。）,岸壁、さん橋、防壁（爆発物用のものを除く。）、堤防、防波堤、上水道及び用水池,,,,,",50,49
4,"石造のもの（前掲のものを除く。）,乾ドック,,,,,",45,44
4,"石造のもの（前掲のものを除く。）,下水道、へい及び爆発物用防壁,,,,,",35,34
4,"石造のもの（前掲のものを除く。）,その他のもの,,,,,",50,49
4,"土造のもの（前掲のものを除く。）,防壁（爆発物用のものを除く。）、堤防、防波堤及び自動車道,,,,,",40,39
4,"土造のもの（前掲のものを除く。）,上水道及び用水池,,,,,",30,29
4,"土造のもの（前掲のものを除く。）,下水道,,,,,",15,14
4,"土造のもの（前掲のものを除く。）,へい,,,,,",20,19
4,"土造のもの（前掲のものを除く。）,爆発物用防壁及び防油堤,,,,,",17,16
4,"土造のもの（前掲のものを除く。）,その他のもの,,,,,",40,39
4,"金属造のもの（前掲のものを除く。）,橋（はね上げ橋を除く。）,,,,,",45,44
4,"金属造のもの（前掲のものを除く。）,はね上げ橋及び鋼矢板岸壁,,,,,",25,24
4,"金属造のもの（前掲のものを除く。）,サイロ,,,,,",22,21
4,"金属造のもの（前掲のものを除く。）,送配管,,,,,",,-1
4,"金属造のもの（前掲のものを除く。）,送配管,鋳鉄製のもの,,,,",30,29
4,"金属造のもの（前掲のものを除く。）,送配管,鋼鉄製のもの,,,,",15,14
4,"金属造のもの（前掲のものを除く。）,送配管,ガス貯そう,,,,",,-1
4,"金属造のもの（前掲のものを除く。）,送配管,ガス貯そう,液化ガス用のもの,,,",10,9
4,"金属造のもの（前掲のものを除く。）,送配管,ガス貯そう,その他のもの,,,",20,19
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,,,,,",,-1
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,塩酸、ふつ酸、発煙硫酸、濃硝酸その他の発煙性を有する無機酸用のもの,,,,",8,7
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,有機酸用又は硫酸、硝酸その他前掲のもの以外の無機酸用のもの,,,,",10,9
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,アルカリ類用、塩水用、アルコール用その他のもの,,,,",15,14
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,水そう及び油そう,,,,",,-1
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,水そう及び油そう,鋳鉄製のもの,,,",25,24
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,水そう及び油そう,鋼鉄製のもの,,,",15,14
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,水そう及び油そう,浮きドック,,,",20,19
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,水そう及び油そう,飼育場,,,",15,14
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,水そう及び油そう,つり橋、煙突、焼却炉、打込み井戸、へい、街路灯及びガードレール,,,",10,9
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,水そう及び油そう,露天式立体駐車設備,,,",15,14
4,"金属造のもの（前掲のものを除く。）,薬品貯そう,水そう及び油そう,その他のもの,,,",45,44
4,"合成樹脂造のもの（前掲のものを除く。）,,,,,,",10,9
4,"木造のもの（前掲のものを除く。）,橋、塔、やぐら及びドック,,,,,",15,14
4,"木造のもの（前掲のものを除く。）,岸壁、さん橋、防壁、堤防、防波堤、トンネル、水そう、引湯管及びへい,,,,,",10,9
4,"木造のもの（前掲のものを除く。）,飼育場,,,,,",7,6
4,"木造のもの（前掲のものを除く。）,その他のもの,,,,,",15,14
4,"前掲のもの以外のもの及び前掲の区分によらないもの,主として木造のもの,,,,,",15,14
4,"前掲のもの以外のもの及び前掲の区分によらないもの,その他のもの,,,,,",50,49
5,"船舶法（明治三十二年法律第四十六号）第四条から第十九条までの適用を受ける鋼船,,,,,,",,-1
5,"漁船,,総トン数が五百トン以上のもの,,,,",12,11
5,"漁船,,総トン数が五百トン未満のもの,,,,",9,8
5,"油そう船,,総トン数が二千トン以上のもの,,,,",13,12
5,"油そう船,,総トン数が二千トン未満のもの,,,,",11,10
5,"薬品そう船,,,,,,",10,9
5,"その他のもの,,総トン数が二千トン以上のもの,,,,",15,14
5,"その他のもの,,総トン数が二千トン未満のもの,,,,",,-1
5,"その他のもの,,総トン数が二千トン未満のもの,しゆんせつ船及び砂利採取船,,,",10,9
5,"その他のもの,,総トン数が二千トン未満のもの,カーフェリー,,,",11,10
5,"その他のもの,,総トン数が二千トン未満のもの,その他のもの,,,",14,13
5,"船舶法第四条から第十九条までの適用を受ける木船,,,,,,",,-1
5,"漁船,,,,,,",6,5
5,"薬品そう船,,,,,,",8,7
5,"その他のもの,,,,,,",10,9
5,"船舶法第四条から第十九条までの適用を受ける軽合金船（他の項に掲げるものを除く。）,,,,,,",9,8
5,"船舶法第四条から第十九条までの適用を受ける強化プラスチック船,,,,,,",7,6
5,"船舶法第四条から第十九条までの適用を受ける水中翼船及びホバークラフト,,,,,,",8,7
5,"その他のもの,,,,,,",,-1
5,"鋼船,,,しゆんせつ船及び砂利採取船,,,",7,6
5,"鋼船,,,発電船及びとう載漁船,,,",8,7
5,"鋼船,,,ひき船,,,",10,9
5,"鋼船,,,その他のもの,,,",12,11
5,"木船,とう載漁船,,,,,",4,3
5,"木船,しゆんせつ船及び砂利採取船,,,,,",5,4
5,"木船,動力漁船及びひき船,,,,,",6,5
5,"木船,薬品そう船,,,,,",7,6
5,"木船,その他のもの,,,,,",8,7
5,"その他のもの,モーターボート及びとう載漁船,,,,,",4,3
5,"その他のもの,その他のもの,,,,,",5,4
6,"飛行機,主として金属製のもの,,,,,",,-1
6,"飛行機,主として金属製のもの,最大離陸重量が百三十トンを超えるもの,,,,",10,9
6,"飛行機,主として金属製のもの,最大離陸重量が百三十トン以下のもので、五・七トンを超えるもの,,,,",8,7
6,"飛行機,主として金属製のもの,最大離陸重量が五・七トン以下のもの,,,,",5,4
6,"飛行機,主として金属製のもの,その他のもの,,,,",5,4
6,"その他のもの,ヘリコプター及びグライダー,,,,,",5,4
6,"その他のもの,その他のもの,,,,,",5,4
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,電気又は蒸気機関車,,,,,",18,17
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,電車,,,,,",13,12
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,内燃動車（制御車及び附随車を含む。）,,,,,",11,10
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,貨車,,,,,",,-1
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,貨車,高圧ボンベ車及び高圧タンク車,,,,",10,9
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,貨車,薬品タンク車及び冷凍車,,,,",12,11
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,貨車,その他のタンク車及び特殊構造車,,,,",15,14
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,貨車,その他のもの,,,,",20,19
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,線路建設保守用工作車,,,,,",10,9
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,鋼索鉄道用車両,,,,,",15,14
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,架空索道用搬器,,,,,",,-1
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,架空索道用搬器,閉鎖式のもの,,,,",10,9
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,架空索道用搬器,その他のもの,,,,",5,4
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,無軌条電車,,,,,",8,7
7,"鉄道用又は軌道用車両（架空索道用搬器を含む。）,その他のもの,,,,,",20,19
7,"特殊自動車（この項には、別表第二に掲げる減価償却資産に含まれるブルドーザー、パワーショベルその他の自走式作業用機械並びにトラクター及び農林業用運搬機具を含まない。）,消防車、救急車、レントゲン車、散水車、放送宣伝車、移動無線車及びチップ製造車,,,,,",5,4
7,"特殊自動車（この項には、別表第二に掲げる減価償却資産に含まれるブルドーザー、パワーショベルその他の自走式作業用機械並びにトラクター及び農林業用運搬機具を含まない。）,モータースィーパー及び除雪車,,,,,",4,3
7,"特殊自動車（この項には、別表第二に掲げる減価償却資産に含まれるブルドーザー、パワーショベルその他の自走式作業用機械並びにトラクター及び農林業用運搬機具を含まない。）,タンク車、じんかい車、し尿車、寝台車、霊きゆう車、トラックミキサー、レッカーその他特殊車体を架装したもの,,,,,",,-1
7,"特殊自動車（この項には、別表第二に掲げる減価償却資産に含まれるブルドーザー、パワーショベルその他の自走式作業用機械並びにトラクター及び農林業用運搬機具を含まない。）,タンク車、じんかい車、し尿車、寝台車、霊きゆう車、トラックミキサー、レッカーその他特殊車体を架装したもの,小型車（じんかい車及びし尿車にあつては積載量が二トン以下、その他のものにあつては総排気量が二リットル以下のものをいう。）,,,,",3,2
7,"特殊自動車（この項には、別表第二に掲げる減価償却資産に含まれるブルドーザー、パワーショベルその他の自走式作業用機械並びにトラクター及び農林業用運搬機具を含まない。）,タンク車、じんかい車、し尿車、寝台車、霊きゆう車、トラックミキサー、レッカーその他特殊車体を架装したもの,その他のもの,,,,",4,3
7,"運送事業用、貸自動車業用又は自動車教習所用の車両及び運搬具（前掲のものを除く。）,自動車（二輪又は三輪自動車を含み、乗合自動車を除く。）,,,,,",,-1
7,"運送事業用、貸自動車業用又は自動車教習所用の車両及び運搬具（前掲のものを除く。）,自動車（二輪又は三輪自動車を含み、乗合自動車を除く。）,小型車（貨物自動車にあつては積載量が二トン以下、その他のものにあつては総排気量が二リットル以下のものをいう。）,,,,",3,2
7,"運送事業用、貸自動車業用又は自動車教習所用の車両及び運搬具（前掲のものを除く。）,自動車（二輪又は三輪自動車を含み、乗合自動車を除く。）,その他のもの,,,,",,-1
7,"運送事業用、貸自動車業用又は自動車教習所用の車両及び運搬具（前掲のものを除く。）,自動車（二輪又は三輪自動車を含み、乗合自動車を除く。）,その他のもの,大型乗用車（総排気量が三リットル以上のものをいう。）,,,",5,4
7,"運送事業用、貸自動車業用又は自動車教習所用の車両及び運搬具（前掲のものを除く。）,自動車（二輪又は三輪自動車を含み、乗合自動車を除く。）,その他のもの,その他のもの,,,",4,3
7,"運送事業用、貸自動車業用又は自動車教習所用の車両及び運搬具（前掲のものを除く。）,乗合自動車,,,,,",5,4
7,"運送事業用、貸自動車業用又は自動車教習所用の車両及び運搬具（前掲のものを除く。）,自転車及びリヤカー,,,,,",2,1
7,"運送事業用、貸自動車業用又は自動車教習所用の車両及び運搬具（前掲のものを除く。）,被けん引車その他のもの,,,,,",4,3
7,"前掲のもの以外のもの,自動車（二輪又は三輪自動車を除く。）,,,,,",,-1
7,"前掲のもの以外のもの,自動車（二輪又は三輪自動車を除く。）,小型車（総排気量が〇・六六リットル以下のものをいう。）,,,,",4,3
7,"前掲のもの以外のもの,自動車（二輪又は三輪自動車を除く。）,その他のもの,,,,",,-1
7,"前掲のもの以外のもの,自動車（二輪又は三輪自動車を除く。）,その他のもの,貨物自動車,,,",,-1
7,"前掲のもの以外のもの,自動車（二輪又は三輪自動車を除く。）,その他のもの,貨物自動車,ダンプ式のもの,,",4,3
7,"前掲のもの以外のもの,自動車（二輪又は三輪自動車を除く。）,その他のもの,貨物自動車,その他のもの,,",5,4
7,"前掲のもの以外のもの,報道通信用のもの,,,,,",5,4
7,"前掲のもの以外のもの,その他のもの,,,,,",6,5
7,"前掲のもの以外のもの,二輪又は三輪自動車,,,,,",3,2
7,"前掲のもの以外のもの,自転車,,,,,",2,1
7,"前掲のもの以外のもの,鉱山用人車、炭車、鉱車及び台車,,,,,",,-1
7,"前掲のもの以外のもの,鉱山用人車、炭車、鉱車及び台車,金属製のもの,,,,",7,6
7,"前掲のもの以外のもの,鉱山用人車、炭車、鉱車及び台車,その他のもの,,,,",4,3
7,"前掲のもの以外のもの,フォークリフト,,,,,",4,3
7,"前掲のもの以外のもの,トロッコ,,,,,",,-1
7,"前掲のもの以外のもの,トロッコ,金属製のもの,,,,",5,4
7,"前掲のもの以外のもの,トロッコ,その他のもの,,,,",3,2
7,"前掲のもの以外のもの,その他のもの,,,,,",,-1
7,"前掲のもの以外のもの,その他のもの,自走能力を有するもの,,,,",7,6
7,"前掲のもの以外のもの,その他のもの,その他のもの,,,,",4,3
8,"測定工具及び検査工具（電気又は電子を利用するものを含む。）,,,,,,",5,4
8,"治具及び取付工具,,,,,,",3,2
8,"ロール,金属圧延用のもの,,,,,",4,3
8,"ロール,なつ染ロール、粉砕ロール、混練ロールその他のもの,,,,,",3,2
8,"型（型枠わくを含む。）、鍛圧工具及び打抜工具,プレスその他の金属加工用金型、合成樹脂、ゴム又はガラス成型用金型及び鋳造用型,,,,,",2,1
8,"型（型枠わくを含む。）、鍛圧工具及び打抜工具,その他のもの,,,,,",3,2
8,"切削工具,,,,,,",2,1
8,"金属製柱及びカッペ,,,,,,",3,2
8,"活字及び活字に常用される金属,購入活字（活字の形状のまま反復使用するものに限る。）,,,,,",2,1
8,"活字及び活字に常用される金属,自製活字及び活字に常用される金属,,,,,",8,7
8,"前掲のもの以外のもの,白金ノズル,,,,,",13,12
8,"前掲のもの以外のもの,その他のもの,,,,,",3,2
8,"前掲の区分によらないもの,白金ノズル,,,,,",13,12
8,"前掲の区分によらないもの,その他の主として金属製のもの,,,,,",8,7
8,"前掲の区分によらないもの,その他のもの,,,,,",4,3
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,事務机、事務いす及びキャビネット,,,,,",,-1
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,事務机、事務いす及びキャビネット,主として金属製のもの,,,,",15,14
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,事務机、事務いす及びキャビネット,その他のもの,,,,",8,7
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,応接セット,,,,,",,-1
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,応接セット,接客業用のもの,,,,",5,4
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,応接セット,その他のもの,,,,",8,7
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,ベッド,,,,,",8,7
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,児童用机及びいす,,,,,",5,4
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,陳列だな及び陳列ケース,,,,,",,-1
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,陳列だな及び陳列ケース,冷凍機付又は冷蔵機付のもの,,,,",6,5
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,陳列だな及び陳列ケース,その他のもの,,,,",8,7
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,その他の家具,,,,,",,-1
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,その他の家具,接客業用のもの,,,,",5,4
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,その他の家具,その他のもの,,,,",,-1
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,その他の家具,その他のもの,主として金属製のもの,,,",15,14
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,その他の家具,その他のもの,その他のもの,,,",8,7
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,ラジオ、テレビジョン、テープレコーダーその他の音響機器,,,,,",5,4
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,冷房用又は暖房用機器,,,,,",6,5
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,電気冷蔵庫、電気洗濯機その他これらに類する電気又はガス機器,,,,,",6,5
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,氷冷蔵庫及び冷蔵ストッカー（電気式のものを除く。）,,,,,",4,3
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,カーテン、座ぶとん、寝具、丹前その他これらに類する繊維製品,,,,,",3,2
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,じゆうたんその他の床用敷物,,,,,",,-1
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,じゆうたんその他の床用敷物,小売業用、接客業用、放送用、レコード吹込用又は劇場用のもの,,,,",3,2
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,じゆうたんその他の床用敷物,その他のもの,,,,",6,5
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,室内装飾品,,,,,",,-1
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,室内装飾品,主として金属製のもの,,,,",15,14
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,室内装飾品,その他のもの,,,,",8,7
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,食事又はちゆう房用品,,,,,",,-1
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,食事又はちゆう房用品,陶磁器製又はガラス製のもの,,,,",2,1
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,食事又はちゆう房用品,その他のもの,,,,",5,4
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,その他のもの,,,,,",,-1
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,その他のもの,主として金属製のもの,,,,",15,14
9,"１ 家具、電気機器、ガス機器及び家庭用品（他の項に掲げるものを除く。）,その他のもの,その他のもの,,,,",8,7
9,"２ 事務機器及び通信機器,謄写機器及びタイプライター,,,,,",,-1
9,"２ 事務機器及び通信機器,謄写機器及びタイプライター,孔版印刷又は印書業用のもの,,,,",3,2
9,"２ 事務機器及び通信機器,謄写機器及びタイプライター,その他のもの,,,,",5,4
9,"２ 事務機器及び通信機器,電子計算機,,,,,",,-1
9,"２ 事務機器及び通信機器,電子計算機,パーソナルコンピュータ（サーバー用のものを除く。）,,,,",4,3
9,"２ 事務機器及び通信機器,電子計算機,その他のもの,,,,",5,4
9,"２ 事務機器及び通信機器,複写機、計算機（電子計算機を除く。）、金銭登録機、タイムレコーダーその他これらに類するもの,,,,,",5,4
9,"２ 事務機器及び通信機器,その他の事務機器,,,,,",5,4
9,"２ 事務機器及び通信機器,テレタイプライター及びファクシミリ,,,,,",5,4
9,"２ 事務機器及び通信機器,インターホーン及び放送用設備,,,,,",6,5
9,"２ 事務機器及び通信機器,電話設備その他の通信機器,,,,,",,-1
9,"２ 事務機器及び通信機器,電話設備その他の通信機器,デジタル構内交換設備及びデジタルボタン電話設備,,,,",6,5
9,"２ 事務機器及び通信機器,電話設備その他の通信機器,その他のもの,,,,",10,9
9,"３ 時計、試験機器及び測定機器,時計,,,,,",10,9
9,"３ 時計、試験機器及び測定機器,度量衡器,,,,,",5,4
9,"３ 時計、試験機器及び測定機器,試験又は測定機器,,,,,",5,4
9,"４ 光学機器及び写真製作機器,オペラグラス,,,,,",2,1
9,"４ 光学機器及び写真製作機器,カメラ、映画撮影機、映写機及び望遠鏡,,,,,",5,4
9,"４ 光学機器及び写真製作機器,引伸機、焼付機、乾燥機、顕微鏡その他の機器,,,,,",8,7
9,"５ 看板及び広告器具,看板、ネオンサイン及び気球,,,,,",3,2
9,"５ 看板及び広告器具,マネキン人形及び模型,,,,,",2,1
9,"５ 看板及び広告器具,その他のもの,,,,,",,-1
9,"５ 看板及び広告器具,その他のもの,主として金属製のもの,,,,",10,9
9,"５ 看板及び広告器具,その他のもの,その他のもの,,,,",5,4
9,"６ 容器及び金庫,ボンベ,,,,,",,-1
9,"６ 容器及び金庫,ボンベ,溶接製のもの,,,,",6,5
9,"６ 容器及び金庫,ボンベ,鍛造製のもの,,,,",,-1
9,"６ 容器及び金庫,ボンベ,鍛造製のもの,塩素用のもの,,,",8,7
9,"６ 容器及び金庫,ボンベ,鍛造製のもの,その他のもの,,,",10,9
9,"６ 容器及び金庫,ドラムかん、コンテナーその他の容器,,,,,",,-1
9,"６ 容器及び金庫,ドラムかん、コンテナーその他の容器,大型コンテナー（長さが六メートル以上のものに限る。）,,,,",7,6
9,"６ 容器及び金庫,ドラムかん、コンテナーその他の容器,その他のもの,,,,",,-1
9,"６ 容器及び金庫,ドラムかん、コンテナーその他の容器,その他のもの,金属製のもの,,,",3,2
9,"６ 容器及び金庫,ドラムかん、コンテナーその他の容器,その他のもの,その他のもの,,,",2,1
9,"６ 容器及び金庫,金庫,,,,,",,-1
9,"６ 容器及び金庫,金庫,手さげ金庫,,,,",5,4
9,"６ 容器及び金庫,金庫,その他のもの,,,,",20,19
9,"７ 理容又は美容機器,,,,,,",5,4
9,"８ 医療機器,消毒殺菌用機器,,,,,",4,3
9,"８ 医療機器,手術機器,,,,,",5,4
9,"８ 医療機器,血液透析又は血しよう交換用機器,,,,,",7,6
9,"８ 医療機器,ハバードタンクその他の作動部分を有する機能回復訓練機器,,,,,",6,5
9,"８ 医療機器,調剤機器,,,,,",6,5
9,"８ 医療機器,歯科診療用ユニット,,,,,",7,6
9,"８ 医療機器,光学検査機器,,,,,",,-1
9,"８ 医療機器,光学検査機器,ファイバースコープ,,,,",6,5
9,"８ 医療機器,光学検査機器,その他のもの,,,,",8,7
9,"８ 医療機器,その他のもの,,,,,",,-1
9,"８ 医療機器,その他のもの,レントゲンその他の電子装置を使用する機器,,,,",,-1
9,"８ 医療機器,その他のもの,レントゲンその他の電子装置を使用する機器,移動式のもの、救急医療用のもの及び自動血液分析器,,,",4,3
9,"８ 医療機器,その他のもの,レントゲンその他の電子装置を使用する機器,その他のもの,,,",6,5
9,"８ 医療機器,その他のもの,その他のもの,,,,",,-1
9,"８ 医療機器,その他のもの,その他のもの,陶磁器製又はガラス製のもの,,,",3,2
9,"８ 医療機器,その他のもの,その他のもの,主として金属製のもの,,,",10,9
9,"８ 医療機器,その他のもの,その他のもの,その他のもの,,,",5,4
9,"９ 娯楽又はスポーツ器具及び興行又は演劇用具,たまつき用具,,,,,",8,7
9,"９ 娯楽又はスポーツ器具及び興行又は演劇用具,パチンコ器、ビンゴ器その他これらに類する球戯用具及び射的用具,,,,,",2,1
9,"９ 娯楽又はスポーツ器具及び興行又は演劇用具,ご、しようぎ、まあじやん、その他の遊戯具,,,,,",5,4
9,"９ 娯楽又はスポーツ器具及び興行又は演劇用具,スポーツ具,,,,,",3,2
9,"９ 娯楽又はスポーツ器具及び興行又は演劇用具,劇場用観客いす,,,,,",3,2
9,"９ 娯楽又はスポーツ器具及び興行又は演劇用具,どんちよう及び幕,,,,,",5,4
9,"９ 娯楽又はスポーツ器具及び興行又は演劇用具,衣しよう、かつら、小道具及び大道具,,,,,",2,1
9,"９ 娯楽又はスポーツ器具及び興行又は演劇用具,その他のもの,,,,,",,-1
9,"９ 娯楽又はスポーツ器具及び興行又は演劇用具,その他のもの,主として金属製のもの,,,,",10,9
9,"９ 娯楽又はスポーツ器具及び興行又は演劇用具,その他のもの,その他のもの,,,,",5,4
9,"１０ 生物,植物,,,,,",,-1
9,"１０ 生物,植物,貸付業用のもの,,,,",2,1
9,"１０ 生物,植物,その他のもの,,,,",15,14
9,"１０ 生物,動物,,,,,",,-1
9,"１０ 生物,動物,魚類,,,,",2,1
9,"１０ 生物,動物,鳥類,,,,",4,3
9,"１０ 生物,動物,その他のもの,,,,",8,7
9,"１１ 前掲のもの以外のもの,映画フィルム（スライドを含む。）、磁気テープ及びレコード,,,,,",2,1
9,"１１ 前掲のもの以外のもの,シート及びロープ,,,,,",2,1
9,"１１ 前掲のもの以外のもの,きのこ栽培用ほだ木,,,,,",3,2
9,"１１ 前掲のもの以外のもの,漁具,,,,,",3,2
9,"１１ 前掲のもの以外のもの,葬儀用具,,,,,",3,2
9,"１１ 前掲のもの以外のもの,楽器,,,,,",5,4
9,"１１ 前掲のもの以外のもの,自動販売機（手動のものを含む。）,,,,,",5,4
9,"１１ 前掲のもの以外のもの,無人駐車管理装置,,,,,",5,4
9,"１１ 前掲のもの以外のもの,焼却炉,,,,,",5,4
9,"１１ 前掲のもの以外のもの,その他のもの,,,,,",,-1
9,"１１ 前掲のもの以外のもの,その他のもの,主として金属製のもの,,,,",10,9
9,"１１ 前掲のもの以外のもの,その他のもの,その他のもの,,,,",5,4
9,"１２ 前掲する資産のうち、当該資産について定められている前掲の耐用年数によるもの以外のもの及び前掲の区分によらないもの,主として金属製のもの,,,,,",15,14
9,"１２ 前掲する資産のうち、当該資産について定められている前掲の耐用年数によるもの以外のもの及び前掲の区分によらないもの,その他のもの,,,,,",8,7
10,"食料品製造業用設備,,,,,,",10,9
10,"飲料、たばこ又は飼料製造業用設備,,,,,,",10,9
10,"繊維工業用設備,炭素繊維製造設備,,,,,",,-1
10,"繊維工業用設備,炭素繊維製造設備,黒鉛化炉,,,,",3,2
10,"繊維工業用設備,炭素繊維製造設備,その他の設備,,,,",7,6
10,"繊維工業用設備,炭素繊維製造設備,その他の設備,,,,",7,6
10,"木材又は木製品（家具を除く。）製造業用設備,,,,,,",8,7
10,"家具又は装備品製造業用設備,,,,,,",11,10
10,"パルプ、紙又は紙加工品製造業用設備,,,,,,",12,11
10,"印刷業又は印刷関連業用設備,,デジタル印刷システム設備,,,,",4,3
10,"印刷業又は印刷関連業用設備,,製本業用設備,,,,",7,6
10,"印刷業又は印刷関連業用設備,,新聞業用設備,,,,",,-1
10,"印刷業又は印刷関連業用設備,,新聞業用設備,モノタイプ、写真又は通信設備,,,",3,2
10,"印刷業又は印刷関連業用設備,,新聞業用設備,その他の設備,,,",10,9
10,"印刷業又は印刷関連業用設備,,新聞業用設備,その他の設備,,,",10,9
10,"化学工業用設備,,新聞業用設備,臭素、よう素又は塩素、臭素若しくはよう素化合物製造設備,,,",5,4
10,"化学工業用設備,,新聞業用設備,塩化りん製造設備,,,",4,3
10,"化学工業用設備,,新聞業用設備,活性炭製造設備,,,",5,4
10,"化学工業用設備,,新聞業用設備,ゼラチン又はにかわ製造設備,,,",5,4
10,"化学工業用設備,,新聞業用設備,半導体用フォトレジスト製造設備,,,",5,4
10,"化学工業用設備,,新聞業用設備,フラットパネル用カラーフィルター、偏光板又は偏光板用フィルム製造設備,,,",5,4
